FeatureCode,DateCode,Measurement,Units,Value,Region of Residence,Breakdown of Domestic Tourism
S12000030,2017-2019,Count,Thousand Visits,248,Scotland,Visits
S12000030,2012-2014,Count,Thousand Nights,507,Scotland,Nights
S12000030,2012-2014,Count,million pounds (GBP),83,All of GB,Expenditure
S12000030,2014-2016,Count,Thousand Visits,246,Scotland,Visits
S12000030,2017-2019,Count,Thousand Nights,406,England,Nights
S12000030,2011-2013,Count,million pounds (GBP),81,All of GB,Expenditure
S12000030,2012-2014,Count,million pounds (GBP),37,Scotland,Expenditure
S12000030,2016-2018,Count,million pounds (GBP),64,All of GB,Expenditure
S12000030,2014-2016,Count,Thousand Nights,1206,All of GB,Nights
S12000030,2009-2011,Count,Thousand Nights,410,Scotland,Nights
S12000030,2015-2017,Count,Thousand Nights,621,England,Nights
S12000030,2009-2011,Count,million pounds (GBP),17,Scotland,Expenditure
S12000030,2017-2019,Count,million pounds (GBP),25,England,Expenditure
S12000030,2011-2013,Count,Thousand Visits,399,All of GB,Visits
S12000030,2012-2014,Count,Thousand Visits,157,England,Visits
S12000030,2009-2011,Count,million pounds (GBP),48,England,Expenditure
S12000030,2010-2012,Count,Thousand Nights,465,Scotland,Nights
S12000030,2017-2019,Count,Thousand Nights,503,Scotland,Nights
S12000033,2010-2012,Count,Thousand Visits,744,All of GB,Visits
S12000033,2009-2011,Count,Thousand Visits,736,All of GB,Visits
S12000033,2017-2019,Count,million pounds (GBP),111,All of GB,Expenditure
S12000033,2011-2013,Count,Thousand Visits,447,Scotland,Visits
S12000033,2015-2017,Count,million pounds (GBP),156,All of GB,Expenditure
S12000033,2016-2018,Count,million pounds (GBP),128,All of GB,Expenditure
S12000033,2014-2016,Count,million pounds (GBP),167,All of GB,Expenditure
S12000033,2012-2014,Count,Thousand Visits,395,Scotland,Visits
S12000033,2013-2015,Count,million pounds (GBP),54,Scotland,Expenditure
S12000033,2016-2018,Count,Thousand Visits,574,All of GB,Visits
S12000033,2011-2013,Count,Thousand Nights,948,England,Nights
S12000033,2015-2017,Count,Thousand Nights,1740,All of GB,Nights
S12000033,2014-2016,Count,Thousand Visits,292,England,Visits
S12000033,2011-2013,Count,Thousand Visits,315,England,Visits
S12000033,2013-2015,Count,million pounds (GBP),158,All of GB,Expenditure
S12000033,2014-2016,Count,million pounds (GBP),96,England,Expenditure
S12000033,2017-2019,Count,Thousand Visits,223,England,Visits
S12000033,2012-2014,Count,million pounds (GBP),63,Scotland,Expenditure
S12000033,2010-2012,Count,million pounds (GBP),77,England,Expenditure
S12000033,2009-2011,Count,Thousand Visits,295,England,Visits
S12000033,2016-2018,Count,Thousand Visits,262,England,Visits
S12000033,2009-2011,Count,Thousand Visits,409,Scotland,Visits
S12000033,2011-2013,Count,million pounds (GBP),162,All of GB,Expenditure
S12000033,2015-2017,Count,million pounds (GBP),86,England,Expenditure
S12000033,2016-2018,Count,Thousand Visits,300,Scotland,Visits
S12000033,2012-2014,Count,Thousand Visits,718,All of GB,Visits
S12000033,2015-2017,Count,Thousand Visits,309,Scotland,Visits
S12000033,2010-2012,Count,million pounds (GBP),159,All of GB,Expenditure
S12000033,2017-2019,Count,Thousand Visits,317,Scotland,Visits
S12000033,2012-2014,Count,million pounds (GBP),83,England,Expenditure
S12000033,2011-2013,Count,million pounds (GBP),87,England,Expenditure
S12000033,2012-2014,Count,million pounds (GBP),148,All of GB,Expenditure
S12000033,2013-2015,Count,Thousand Visits,328,Scotland,Visits
S12000033,2016-2018,Count,Thousand Nights,924,England,Nights
S12000033,2013-2015,Count,Thousand Visits,661,All of GB,Visits
S12000033,2017-2019,Count,Thousand Visits,543,All of GB,Visits
S12000033,2015-2017,Count,Thousand Visits,270,England,Visits
S12000033,2013-2015,Count,million pounds (GBP),102,England,Expenditure
S12000033,2009-2011,Count,million pounds (GBP),164,All of GB,Expenditure
S12000033,2016-2018,Count,million pounds (GBP),64,England,Expenditure
S12000033,2009-2011,Count,million pounds (GBP),64,Scotland,Expenditure
S12000033,2010-2012,Count,Thousand Visits,443,Scotland,Visits
S12000033,2016-2018,Count,million pounds (GBP),58,Scotland,Expenditure
S12000033,2011-2013,Count,Thousand Visits,781,All of GB,Visits
S12000033,2010-2012,Count,million pounds (GBP),70,Scotland,Expenditure
S12000033,2014-2016,Count,Thousand Nights,850,Scotland,Nights
S12000033,2009-2011,Count,Thousand Nights,1066,England,Nights
S12000033,2013-2015,Count,Thousand Nights,1847,All of GB,Nights
S12000033,2017-2019,Count,Thousand Nights,683,Scotland,Nights
S12000033,2014-2016,Count,Thousand Nights,996,England,Nights
S12000033,2012-2014,Count,Thousand Nights,911,England,Nights
S12000033,2012-2014,Count,Thousand Nights,1779,All of GB,Nights
S12000033,2017-2019,Count,million pounds (GBP),54,Scotland,Expenditure
S12000033,2011-2013,Count,Thousand Nights,924,Scotland,Nights
S12000033,2010-2012,Count,Thousand Nights,887,England,Nights
S12000033,2015-2017,Count,Thousand Nights,725,Scotland,Nights
S12000033,2014-2016,Count,Thousand Nights,1952,All of GB,Nights
S12000033,2016-2018,Count,Thousand Nights,1677,All of GB,Nights
S12000033,2009-2011,Count,Thousand Nights,942,Scotland,Nights
S12000033,2013-2015,Count,Thousand Nights,723,Scotland,Nights
S12000033,2009-2011,Count,Thousand Nights,2157,All of GB,Nights
S12000033,2015-2017,Count,million pounds (GBP),63,Scotland,Expenditure
S12000033,2017-2019,Count,million pounds (GBP),56,England,Expenditure
S12000033,2013-2015,Count,Thousand Visits,325,England,Visits
S12000033,2015-2017,Count,Thousand Nights,911,England,Nights
S12000033,2017-2019,Count,Thousand Nights,1546,All of GB,Nights
S12000033,2010-2012,Count,Thousand Nights,997,Scotland,Nights
S12000033,2010-2012,Count,Thousand Nights,2004,All of GB,Nights
S12000033,2010-2012,Count,Thousand Visits,274,England,Visits
S12000033,2015-2017,Count,Thousand Visits,592,All of GB,Visits
S12000033,2013-2015,Count,Thousand Nights,1077,England,Nights
S12000033,2011-2013,Count,million pounds (GBP),65,Scotland,Expenditure
S12000033,2009-2011,Count,million pounds (GBP),86,England,Expenditure
S12000033,2012-2014,Count,Thousand Visits,313,England,Visits
S12000033,2017-2019,Count,Thousand Nights,844,England,Nights
S12000033,2014-2016,Count,Thousand Visits,332,Scotland,Visits
S12000033,2014-2016,Count,Thousand Visits,639,All of GB,Visits
S12000033,2014-2016,Count,million pounds (GBP),64,Scotland,Expenditure
S12000033,2011-2013,Count,Thousand Nights,1980,All of GB,Nights
S12000033,2012-2014,Count,Thousand Nights,856,Scotland,Nights
S12000033,2016-2018,Count,Thousand Nights,689,Scotland,Nights
S12000034,2009-2011,Count,million pounds (GBP),44,All of GB,Expenditure
S12000034,2009-2011,Count,Thousand Nights,598,Scotland,Nights
S12000034,2009-2011,Count,million pounds (GBP),20,England,Expenditure
S12000034,2009-2011,Count,million pounds (GBP),23,Scotland,Expenditure
S12000034,2010-2012,Count,Thousand Nights,693,Scotland,Nights
S12000034,2009-2011,Count,Thousand Nights,517,England,Nights
S12000034,2015-2017,Count,million pounds (GBP),25,Scotland,Expenditure
S12000034,2015-2017,Count,Thousand Visits,91,England,Visits
S12000034,2010-2012,Count,Thousand Visits,81,England,Visits
S12000034,2012-2014,Count,Thousand Visits,387,All of GB,Visits
S12000034,2013-2015,Count,Thousand Nights,547,England,Nights
S12000034,2015-2017,Count,Thousand Visits,241,All of GB,Visits
S12000034,2012-2014,Count,million pounds (GBP),46,Scotland,Expenditure
S12000034,2010-2012,Count,million pounds (GBP),18,England,Expenditure
S12000034,2011-2013,Count,million pounds (GBP),23,England,Expenditure
S12000034,2014-2016,Count,Thousand Nights,307,England,Nights
S12000034,2017-2019,Count,Thousand Nights,415,England,Nights
S12000034,2010-2012,Count,Thousand Nights,1111,All of GB,Nights
S12000034,2013-2015,Count,Thousand Nights,794,Scotland,Nights
S12000034,2012-2014,Count,million pounds (GBP),67,All of GB,Expenditure
S12000034,2009-2011,Count,Thousand Visits,202,Scotland,Visits
S12000034,2010-2012,Count,Thousand Visits,271,Scotland,Visits
S12000034,2010-2012,Count,million pounds (GBP),32,Scotland,Expenditure
S12000034,2009-2011,Count,Thousand Nights,1156,All of GB,Nights
S12000034,2017-2019,Count,Thousand Nights,1254,All of GB,Nights
S12000034,2011-2013,Count,Thousand Visits,386,All of GB,Visits
S12000034,2015-2017,Count,Thousand Nights,433,England,Nights
S12000034,2016-2018,Count,Thousand Visits,111,England,Visits
S12000034,2011-2013,Count,Thousand Visits,99,England,Visits
S12000034,2011-2013,Count,million pounds (GBP),61,All of GB,Expenditure
S12000034,2017-2019,Count,million pounds (GBP),16,England,Expenditure
S12000034,2014-2016,Count,million pounds (GBP),55,All of GB,Expenditure
S12000034,2013-2015,Count,million pounds (GBP),20,England,Expenditure
S12000034,2017-2019,Count,million pounds (GBP),34,Scotland,Expenditure
S12000034,2013-2015,Count,Thousand Visits,85,England,Visits
S12000034,2010-2012,Count,million pounds (GBP),51,All of GB,Expenditure
S12000034,2012-2014,Count,million pounds (GBP),20,England,Expenditure
S12000034,2011-2013,Count,million pounds (GBP),37,Scotland,Expenditure
S12000034,2017-2019,Count,million pounds (GBP),52,All of GB,Expenditure
S12000034,2016-2018,Count,Thousand Nights,1182,All of GB,Nights
S12000034,2014-2016,Count,million pounds (GBP),18,England,Expenditure
S12000034,2016-2018,Count,million pounds (GBP),53,All of GB,Expenditure
S12000034,2011-2013,Count,Thousand Nights,839,Scotland,Nights
S12000034,2015-2017,Count,million pounds (GBP),51,All of GB,Expenditure
S12000034,2011-2013,Count,Thousand Nights,1489,All of GB,Nights
S12000034,2016-2018,Count,million pounds (GBP),22,England,Expenditure
S12000034,2016-2018,Count,Thousand Visits,326,All of GB,Visits
S12000034,2017-2019,Count,Thousand Visits,100,England,Visits
S12000034,2010-2012,Count,Thousand Nights,393,England,Nights
S12000034,2014-2016,Count,million pounds (GBP),36,Scotland,Expenditure
S12000034,2016-2018,Count,Thousand Nights,587,Scotland,Nights
S12000034,2014-2016,Count,Thousand Visits,272,All of GB,Visits
S12000034,2016-2018,Count,Thousand Visits,202,Scotland,Visits
S12000034,2017-2019,Count,Thousand Nights,707,Scotland,Nights
S12000034,2011-2013,Count,Thousand Nights,624,England,Nights
S12000034,2014-2016,Count,Thousand Visits,63,England,Visits
S12000034,2014-2016,Count,Thousand Nights,613,Scotland,Nights
S12000034,2013-2015,Count,Thousand Visits,228,Scotland,Visits
S12000034,2009-2011,Count,Thousand Visits,106,England,Visits
S12000034,2012-2014,Count,Thousand Nights,911,Scotland,Nights
S12000034,2016-2018,Count,million pounds (GBP),29,Scotland,Expenditure
S12000034,2011-2013,Count,Thousand Visits,285,Scotland,Visits
S12000034,2015-2017,Count,million pounds (GBP),25,England,Expenditure
S12000034,2014-2016,Count,Thousand Visits,203,Scotland,Visits
S12000034,2009-2011,Count,Thousand Visits,314,All of GB,Visits
S12000034,2016-2018,Count,Thousand Nights,450,England,Nights
S12000034,2013-2015,Count,Thousand Nights,1346,All of GB,Nights
S12000034,2013-2015,Count,million pounds (GBP),37,Scotland,Expenditure
S12000034,2013-2015,Count,Thousand Visits,316,All of GB,Visits
S12000034,2015-2017,Count,Thousand Nights,472,Scotland,Nights
S12000034,2012-2014,Count,Thousand Visits,82,England,Visits
S12000034,2012-2014,Count,Thousand Nights,1465,All of GB,Nights
S12000034,2017-2019,Count,Thousand Visits,364,All of GB,Visits
S12000034,2014-2016,Count,Thousand Nights,938,All of GB,Nights
S12000034,2012-2014,Count,Thousand Visits,303,Scotland,Visits
S12000034,2017-2019,Count,Thousand Visits,253,Scotland,Visits
S12000034,2015-2017,Count,Thousand Nights,925,All of GB,Nights
S12000034,2012-2014,Count,Thousand Nights,548,England,Nights
S12000034,2013-2015,Count,million pounds (GBP),58,All of GB,Expenditure
S12000034,2010-2012,Count,Thousand Visits,355,All of GB,Visits
S12000034,2015-2017,Count,Thousand Visits,145,Scotland,Visits
S12000035,2016-2018,Count,Thousand Visits,324,England,Visits
S12000035,2013-2015,Count,Thousand Nights,1726,England,Nights
S12000035,2017-2019,Count,million pounds (GBP),88,Scotland,Expenditure
S12000035,2017-2019,Count,Thousand Nights,1770,England,Nights
S12000035,2012-2014,Count,Thousand Nights,1601,England,Nights
S12000035,2017-2019,Count,million pounds (GBP),199,All of GB,Expenditure
S12000035,2009-2011,Count,Thousand Visits,860,All of GB,Visits
S12000035,2014-2016,Count,Thousand Visits,334,England,Visits
S12000035,2012-2014,Count,Thousand Nights,3317,All of GB,Nights
S12000035,2010-2012,Count,million pounds (GBP),92,Scotland,Expenditure
S12000035,2014-2016,Count,Thousand Nights,1596,England,Nights
S12000035,2016-2018,Count,Thousand Nights,2824,All of GB,Nights
S12000035,2017-2019,Count,Thousand Visits,491,Scotland,Visits
S12000035,2012-2014,Count,Thousand Nights,1635,Scotland,Nights
S12000035,2014-2016,Count,Thousand Visits,834,All of GB,Visits
S12000035,2016-2018,Count,Thousand Visits,731,All of GB,Visits
S12000035,2014-2016,Count,million pounds (GBP),211,All of GB,Expenditure
S12000035,2014-2016,Count,Thousand Nights,1493,Scotland,Nights
S12000035,2017-2019,Count,Thousand Visits,846,All of GB,Visits
S12000035,2016-2018,Count,million pounds (GBP),167,All of GB,Expenditure
S12000035,2015-2017,Count,million pounds (GBP),117,England,Expenditure
S12000035,2012-2014,Count,million pounds (GBP),92,Scotland,Expenditure
S12000035,2010-2012,Count,million pounds (GBP),178,All of GB,Expenditure
S12000035,2012-2014,Count,million pounds (GBP),193,All of GB,Expenditure
S12000035,2014-2016,Count,Thousand Nights,3181,All of GB,Nights
S12000035,2010-2012,Count,Thousand Visits,509,Scotland,Visits
S12000035,2013-2015,Count,Thousand Nights,1813,Scotland,Nights
S12000035,2013-2015,Count,million pounds (GBP),113,England,Expenditure
S12000035,2015-2017,Count,million pounds (GBP),208,All of GB,Expenditure
S12000035,2009-2011,Count,million pounds (GBP),186,All of GB,Expenditure
S12000035,2013-2015,Count,Thousand Nights,3631,All of GB,Nights
S12000035,2011-2013,Count,million pounds (GBP),89,Scotland,Expenditure
S12000035,2013-2015,Count,million pounds (GBP),224,All of GB,Expenditure
S12000035,2015-2017,Count,million pounds (GBP),90,Scotland,Expenditure
S12000035,2013-2015,Count,Thousand Visits,891,All of GB,Visits
S12000035,2016-2018,Count,million pounds (GBP),97,England,Expenditure
S12000035,2014-2016,Count,Thousand Visits,473,Scotland,Visits
S12000035,2009-2011,Count,million pounds (GBP),92,England,Expenditure
S12000035,2012-2014,Count,Thousand Visits,821,All of GB,Visits
S12000035,2015-2017,Count,Thousand Visits,365,England,Visits
S12000035,2010-2012,Count,Thousand Visits,831,All of GB,Visits
S12000035,2010-2012,Count,Thousand Nights,1419,England,Nights
S12000035,2016-2018,Count,million pounds (GBP),68,Scotland,Expenditure
S12000035,2016-2018,Count,Thousand Visits,402,Scotland,Visits
S12000035,2017-2019,Count,Thousand Nights,1626,Scotland,Nights
S12000035,2011-2013,Count,million pounds (GBP),84,England,Expenditure
S12000035,2009-2011,Count,Thousand Nights,1851,Scotland,Nights
S12000035,2011-2013,Count,Thousand Visits,331,England,Visits
S12000035,2011-2013,Count,million pounds (GBP),178,All of GB,Expenditure
S12000035,2015-2017,Count,Thousand Visits,814,All of GB,Visits
S12000035,2009-2011,Count,Thousand Nights,3573,All of GB,Nights
S12000035,2010-2012,Count,Thousand Visits,307,England,Visits
S12000035,2015-2017,Count,Thousand Nights,1417,Scotland,Nights
S12000035,2017-2019,Count,Thousand Nights,3411,All of GB,Nights
S12000035,2011-2013,Count,Thousand Nights,3456,All of GB,Nights
S12000035,2012-2014,Count,Thousand Visits,332,England,Visits
S12000035,2011-2013,Count,Thousand Nights,1713,Scotland,Nights
S12000035,2017-2019,Count,million pounds (GBP),108,England,Expenditure
S12000035,2009-2011,Count,Thousand Visits,532,Scotland,Visits
S12000035,2015-2017,Count,Thousand Nights,3133,All of GB,Nights
S12000035,2015-2017,Count,Thousand Visits,443,Scotland,Visits
S12000035,2013-2015,Count,Thousand Visits,531,Scotland,Visits
S12000035,2012-2014,Count,Thousand Visits,464,Scotland,Visits
S12000035,2012-2014,Count,million pounds (GBP),95,England,Expenditure
S12000035,2013-2015,Count,million pounds (GBP),107,Scotland,Expenditure
S12000035,2014-2016,Count,million pounds (GBP),93,Scotland,Expenditure
S12000035,2009-2011,Count,million pounds (GBP),89,Scotland,Expenditure
S12000035,2011-2013,Count,Thousand Visits,451,Scotland,Visits
S12000035,2011-2013,Count,Thousand Nights,1686,England,Nights
S12000035,2016-2018,Count,Thousand Nights,1503,England,Nights
S12000035,2016-2018,Count,Thousand Nights,1312,Scotland,Nights
S12000035,2014-2016,Count,million pounds (GBP),114,England,Expenditure
S12000035,2009-2011,Count,Thousand Nights,1651,England,Nights
S12000035,2010-2012,Count,Thousand Nights,3341,All of GB,Nights
S12000035,2013-2015,Count,Thousand Visits,333,England,Visits
S12000035,2010-2012,Count,million pounds (GBP),80,England,Expenditure
S12000035,2017-2019,Count,Thousand Visits,348,England,Visits
S12000035,2011-2013,Count,Thousand Visits,795,All of GB,Visits
S12000035,2015-2017,Count,Thousand Nights,1677,England,Nights
S12000035,2009-2011,Count,Thousand Visits,315,England,Visits
S12000035,2010-2012,Count,Thousand Nights,1832,Scotland,Nights
S12000036,2016-2018,Count,Thousand Nights,6239,All of GB,Nights
S12000036,2016-2018,Count,Thousand Visits,1678,England,Visits
S12000036,2013-2015,Count,million pounds (GBP),140,Scotland,Expenditure
S12000036,2009-2011,Count,Thousand Visits,634,Scotland,Visits
S12000036,2009-2011,Count,million pounds (GBP),496,All of GB,Expenditure
S12000036,2015-2017,Count,million pounds (GBP),752,All of GB,Expenditure
S12000036,2017-2019,Count,Thousand Nights,6671,All of GB,Nights
S12000036,2011-2013,Count,Thousand Visits,2323,All of GB,Visits
S12000036,2012-2014,Count,million pounds (GBP),595,All of GB,Expenditure
S12000036,2016-2018,Count,Thousand Visits,683,Scotland,Visits
S12000036,2017-2019,Count,million pounds (GBP),160,Scotland,Expenditure
S12000036,2015-2017,Count,Thousand Visits,1741,England,Visits
S12000036,2009-2011,Count,Thousand Nights,5246,All of GB,Nights
S12000036,2010-2012,Count,Thousand Visits,1500,England,Visits
S12000036,2014-2016,Count,million pounds (GBP),647,All of GB,Expenditure
S12000036,2015-2017,Count,Thousand Visits,649,Scotland,Visits
S12000036,2016-2018,Count,million pounds (GBP),568,England,Expenditure
S12000036,2014-2016,Count,million pounds (GBP),498,England,Expenditure
S12000036,2011-2013,Count,Thousand Visits,731,Scotland,Visits
S12000036,2010-2012,Count,Thousand Visits,666,Scotland,Visits
S12000036,2017-2019,Count,Thousand Visits,1701,England,Visits
S12000036,2009-2011,Count,Thousand Visits,1409,England,Visits
S12000036,2011-2013,Count,Thousand Visits,1528,England,Visits
S12000036,2010-2012,Count,million pounds (GBP),571,All of GB,Expenditure
S12000036,2016-2018,Count,Thousand Nights,1239,Scotland,Nights
S12000036,2016-2018,Count,Thousand Visits,2449,All of GB,Visits
S12000036,2012-2014,Count,Thousand Visits,1497,England,Visits
S12000036,2014-2016,Count,million pounds (GBP),140,Scotland,Expenditure
S12000036,2012-2014,Count,Thousand Nights,1265,Scotland,Nights
S12000036,2009-2011,Count,million pounds (GBP),97,Scotland,Expenditure
S12000036,2011-2013,Count,Thousand Nights,5798,All of GB,Nights
S12000036,2015-2017,Count,Thousand Visits,2435,All of GB,Visits
S12000036,2014-2016,Count,Thousand Nights,5793,All of GB,Nights
S12000036,2017-2019,Count,Thousand Visits,803,Scotland,Visits
S12000036,2009-2011,Count,Thousand Nights,3799,England,Nights
S12000036,2010-2012,Count,Thousand Nights,4015,England,Nights
S12000036,2010-2012,Count,Thousand Nights,5636,All of GB,Nights
S12000036,2017-2019,Count,Thousand Nights,4859,England,Nights
S12000036,2010-2012,Count,million pounds (GBP),111,Scotland,Expenditure
S12000036,2016-2018,Count,million pounds (GBP),129,Scotland,Expenditure
S12000036,2011-2013,Count,Thousand Nights,4189,England,Nights
S12000036,2014-2016,Count,Thousand Visits,2301,All of GB,Visits
S12000036,2013-2015,Count,Thousand Nights,5755,All of GB,Nights
S12000036,2017-2019,Count,million pounds (GBP),728,All of GB,Expenditure
S12000036,2013-2015,Count,Thousand Nights,4307,England,Nights
S12000036,2017-2019,Count,Thousand Visits,2607,All of GB,Visits
S12000036,2011-2013,Count,million pounds (GBP),608,All of GB,Expenditure
S12000036,2015-2017,Count,million pounds (GBP),598,England,Expenditure
S12000036,2017-2019,Count,Thousand Nights,1537,Scotland,Nights
S12000036,2013-2015,Count,Thousand Visits,2276,All of GB,Visits
S12000036,2012-2014,Count,million pounds (GBP),447,England,Expenditure
S12000036,2010-2012,Count,Thousand Nights,1282,Scotland,Nights
S12000036,2011-2013,Count,million pounds (GBP),119,Scotland,Expenditure
S12000036,2012-2014,Count,Thousand Nights,5727,All of GB,Nights
S12000036,2014-2016,Count,Thousand Nights,4367,England,Nights
S12000036,2015-2017,Count,Thousand Nights,6321,All of GB,Nights
S12000036,2014-2016,Count,Thousand Nights,1283,Scotland,Nights
S12000036,2011-2013,Count,million pounds (GBP),458,England,Expenditure
S12000036,2013-2015,Count,million pounds (GBP),466,England,Expenditure
S12000036,2012-2014,Count,Thousand Visits,2277,All of GB,Visits
S12000036,2015-2017,Count,Thousand Nights,1282,Scotland,Nights
S12000036,2012-2014,Count,million pounds (GBP),125,Scotland,Expenditure
S12000036,2016-2018,Count,Thousand Nights,4729,England,Nights
S12000036,2009-2011,Count,Thousand Nights,1229,Scotland,Nights
S12000036,2011-2013,Count,Thousand Nights,1293,Scotland,Nights
S12000036,2012-2014,Count,Thousand Visits,700,Scotland,Visits
S12000036,2014-2016,Count,Thousand Visits,1575,England,Visits
S12000036,2013-2015,Count,Thousand Visits,1527,England,Visits
S12000036,2010-2012,Count,Thousand Visits,2230,All of GB,Visits
S12000036,2009-2011,Count,Thousand Visits,2093,All of GB,Visits
S12000036,2013-2015,Count,Thousand Visits,692,Scotland,Visits
S12000036,2009-2011,Count,million pounds (GBP),381,England,Expenditure
S12000036,2017-2019,Count,million pounds (GBP),544,England,Expenditure
S12000036,2013-2015,Count,million pounds (GBP),619,All of GB,Expenditure
S12000036,2012-2014,Count,Thousand Nights,4179,England,Nights
S12000036,2016-2018,Count,million pounds (GBP),717,All of GB,Expenditure
S12000036,2014-2016,Count,Thousand Visits,672,Scotland,Visits
S12000036,2015-2017,Count,million pounds (GBP),144,Scotland,Expenditure
S12000036,2010-2012,Count,million pounds (GBP),434,England,Expenditure
S12000036,2015-2017,Count,Thousand Nights,4861,England,Nights
S12000036,2013-2015,Count,Thousand Nights,1339,Scotland,Nights
S12000038,2012-2014,Count,million pounds (GBP),20,All of GB,Expenditure
S12000038,2017-2019,Count,million pounds (GBP),3,Scotland,Expenditure
S12000038,2012-2014,Count,million pounds (GBP),12,Scotland,Expenditure
S12000038,2009-2011,Count,million pounds (GBP),2,Scotland,Expenditure
S12000038,2011-2013,Count,million pounds (GBP),11,Scotland,Expenditure
S12000038,2017-2019,Count,Thousand Visits,34,Scotland,Visits
S12000038,2015-2017,Count,Thousand Visits,44,England,Visits
S12000038,2014-2016,Count,Thousand Visits,51,All of GB,Visits
S12000038,2015-2017,Count,million pounds (GBP),11,All of GB,Expenditure
S12000038,2016-2018,Count,Thousand Nights,179,All of GB,Nights
S12000038,2014-2016,Count,Thousand Visits,18,Scotland,Visits
S12000038,2017-2019,Count,million pounds (GBP),8,All of GB,Expenditure
S12000038,2017-2019,Count,Thousand Visits,68,All of GB,Visits
S12000038,2010-2012,Count,Thousand Nights,195,All of GB,Nights
S12000038,2014-2016,Count,million pounds (GBP),5,Scotland,Expenditure
S12000038,2016-2018,Count,Thousand Nights,111,England,Nights
S12000038,2012-2014,Count,Thousand Nights,200,All of GB,Nights
S12000038,2011-2013,Count,Thousand Nights,232,All of GB,Nights
S12000038,2010-2012,Count,Thousand Nights,115,England,Nights
S12000038,2011-2013,Count,million pounds (GBP),7,England,Expenditure
S12000038,2013-2015,Count,million pounds (GBP),6,England,Expenditure
S12000038,2014-2016,Count,million pounds (GBP),12,All of GB,Expenditure
S12000038,2009-2011,Count,million pounds (GBP),5,England,Expenditure
S12000038,2014-2016,Count,Thousand Visits,33,England,Visits
S12000038,2013-2015,Count,Thousand Visits,29,England,Visits
S12000038,2010-2012,Count,Thousand Nights,77,Scotland,Nights
S12000038,2011-2013,Count,million pounds (GBP),18,All of GB,Expenditure
S12000038,2017-2019,Count,Thousand Nights,70,England,Nights
S12000038,2010-2012,Count,million pounds (GBP),6,England,Expenditure
S12000038,2014-2016,Count,million pounds (GBP),7,England,Expenditure
S12000038,2017-2019,Count,Thousand Nights,58,Scotland,Nights
S12000038,2016-2018,Count,Thousand Visits,40,England,Visits
S12000038,2013-2015,Count,Thousand Nights,89,Scotland,Nights
S12000038,2013-2015,Count,Thousand Nights,80,England,Nights
S12000038,2015-2017,Count,Thousand Nights,141,England,Nights
S12000038,2010-2012,Count,million pounds (GBP),8,All of GB,Expenditure
S12000038,2009-2011,Count,Thousand Nights,86,Scotland,Nights
S12000038,2014-2016,Count,Thousand Nights,167,All of GB,Nights
S12000038,2013-2015,Count,million pounds (GBP),14,Scotland,Expenditure
S12000038,2015-2017,Count,million pounds (GBP),4,Scotland,Expenditure
S12000038,2015-2017,Count,Thousand Visits,18,Scotland,Visits
S12000038,2011-2013,Count,Thousand Visits,105,All of GB,Visits
S12000038,2009-2011,Count,Thousand Visits,30,England,Visits
S12000038,2017-2019,Count,Thousand Nights,128,All of GB,Nights
S12000038,2010-2012,Count,Thousand Visits,47,Scotland,Visits
S12000038,2010-2012,Count,Thousand Visits,37,England,Visits
S12000038,2016-2018,Count,Thousand Nights,69,Scotland,Nights
S12000038,2010-2012,Count,Thousand Visits,85,All of GB,Visits
S12000038,2011-2013,Count,Thousand Nights,117,Scotland,Nights
S12000038,2012-2014,Count,million pounds (GBP),8,England,Expenditure
S12000038,2017-2019,Count,million pounds (GBP),6,England,Expenditure
S12000038,2016-2018,Count,million pounds (GBP),6,England,Expenditure
S12000038,2012-2014,Count,Thousand Nights,92,Scotland,Nights
S12000038,2012-2014,Count,Thousand Visits,87,All of GB,Visits
S12000038,2011-2013,Count,Thousand Nights,114,England,Nights
S12000038,2009-2011,Count,Thousand Visits,84,All of GB,Visits
S12000038,2011-2013,Count,Thousand Visits,33,England,Visits
S12000038,2012-2014,Count,Thousand Nights,108,England,Nights
S12000038,2012-2014,Count,Thousand Visits,58,Scotland,Visits
S12000038,2017-2019,Count,Thousand Visits,35,England,Visits
S12000038,2010-2012,Count,million pounds (GBP),2,Scotland,Expenditure
S12000038,2014-2016,Count,Thousand Nights,120,England,Nights
S12000038,2009-2011,Count,million pounds (GBP),7,All of GB,Expenditure
S12000038,2015-2017,Count,Thousand Nights,55,Scotland,Nights
S12000038,2013-2015,Count,Thousand Visits,48,Scotland,Visits
S12000038,2013-2015,Count,Thousand Nights,169,All of GB,Nights
S12000038,2009-2011,Count,Thousand Nights,167,All of GB,Nights
S12000038,2015-2017,Count,million pounds (GBP),7,England,Expenditure
S12000038,2015-2017,Count,Thousand Visits,62,All of GB,Visits
S12000038,2013-2015,Count,million pounds (GBP),20,All of GB,Expenditure
S12000038,2016-2018,Count,million pounds (GBP),8,All of GB,Expenditure
S12000038,2013-2015,Count,Thousand Visits,77,All of GB,Visits
S12000038,2011-2013,Count,Thousand Visits,72,Scotland,Visits
S12000038,2015-2017,Count,Thousand Nights,195,All of GB,Nights
S12000038,2012-2014,Count,Thousand Visits,29,England,Visits
S12000038,2016-2018,Count,million pounds (GBP),2,Scotland,Expenditure
S12000038,2009-2011,Count,Thousand Nights,77,England,Nights
